hL,huL,hR,huR,h_star,u_star,iter
9.761566510825489,-3.9383872944282476,8.274692619734841,-0.11147360197700706,8.816815823369865,0.5675611118016548,3.0
2.1942824478500333,-0.7965393107569962,6.954919790067839,1.8274490769280245,4.001883338889245,-3.725255306957704,4.0
7.126477804901275,-3.8632829330307565,2.7980005962596106,7.597286575257677,3.649261976733095,4.213105857181316,3.0
9.04852965841496,2.153669495096066,5.59556272060202,-1.039999570719349,7.394777615993009,2.0464412599006616,3.0
7.921261116265583,2.9440281861767517,7.343316409931399,-1.2742799567051204,7.871766312038041,0.4268186824125907,3.0
6.888378083446522,7.739426565746918,5.817323311549153,4.076192023079804,6.512275343683357,1.578599916962208,3.0
5.348501104936521,9.12727644114851,9.537128625918152,-5.709185351984685,8.290714178013419,-1.9067640210919845,3.0
2.8571719935229285,-8.632282453592639,9.958859314149725,8.736540972600586,4.443584803060475,-5.685116125948644,3.0
1.9292484123536615,-2.777347878225851,5.607662291530099,6.188160288892366,2.801033830240846,-3.245710593817006,3.0
1.1732878650253566,-2.5591973439569244,5.181225817250405,-7.7586305238012,2.81193026451273,-5.251235600501137,4.0
9.208091333324539,-5.483092741690417,3.1205124577514347,9.73608315419471,4.418267398495647,5.2449759359276245,3.0
1.7645966358215672,-0.819201386200417,4.697192621657762,8.08012010799612,2.4716590649392733,-2.0072789025118025,3.0
1.863170052896702,-1.5578642747598952,8.51273516104865,4.115461632076487,4.068862639591165,-5.1565788141524,4.0
5.576928338535939,9.18866498099857,1.0606034223977228,9.924260423244501,5.576928338535939,1.6476211317807228,3.0
5.384437085709543,-2.8370273479306434,4.0733211334174015,3.896631103742358,4.206224915169173,1.1612031255552977,2.0
6.570602389473414,-0.8338367586826738,9.657753269688065,0.7343891179557502,7.946033307858367,-1.7328770860006273,3.0
9.25928832622522,5.836924080556143,7.323211212498474,7.939637211989158,8.055618389967291,1.9122274847957488,3.0
4.6320994200150905,1.9396098258550865,0.8755282524984319,9.17330971969028,4.6320994200150905,0.418732339265889,1.0
1.2306429870430364,3.245933119199563,6.449962191549901,-1.1809709696874293,3.9671255234452905,-3.6147312622535557,4.0
2.5344271301049,-4.11357595879714,5.266542953013738,4.911254727073102,3.024829937128197,-2.547809680466477,3.0
8.971389929857072,0.20117688047173843,0.6254353939355782,1.682804996279037,3.996822602760407,6.2606102367285414,4.0
6.533523067831788,4.074877128710149,7.903001572089196,-3.68078690639535,7.674914492178744,-0.7216817267081408,3.0
4.929450078536679,9.84493686787643,3.1213631048263393,0.22314244699233043,4.599105572311283,2.471183436201624,3.0
3.852227980415489,8.74638904451298,5.68461317586991,-6.62644999658373,5.970435788489654,-0.794792401794302,3.0
2.2308305297179607,6.693068005679436,5.0813660929513125,-8.593856407019128,4.956486649461249,-1.8658126066831888,4.0
6.857313868895341,-5.82956568089622,4.165000388627959,4.011377408058658,4.773608352703983,1.8667358959994669,3.0
8.179121927279882,0.43967641761320664,9.072903846280715,-5.796138304239776,8.94765703553557,-0.7695055168561402,3.0
6.642945583897808,-7.252996859419294,6.528362996320767,-6.614466372623027,6.553345117454758,-0.9825996414403895,2.0
9.050624912861636,2.050148351548808,9.896914435444105,-6.262044063570611,9.895589793661975,-0.6340455354383714,3.0
1.260135288973473,6.958407345512036,6.65743777926012,9.041795258373625,4.4455142408835435,-1.5965442032169972,4.0
5.6343716276261295,-3.527529224538714,2.6077783834709853,8.50112184079267,2.8359272274870815,3.693347576314925,3.0
1.0283766610084932,0.32393698173072316,7.887010183766116,-8.800827372970833,3.9642055496417936,-6.235012280911499,4.0
7.818790175743958,1.851753164311008,0.7670159457253677,-9.144547110647867,6.073008521584417,2.315321061027527,5.0
1.1091608643123934,1.9521731834707055,2.2353549444591607,0.007551147403887626,1.984457939128152,-0.537768971447679,4.0
3.9757684043797736,5.504926289930124,9.692191664804094,6.139498467948602,6.78765321386622,-2.5476799041569187,4.0
9.137191102183225,-0.7853591018201111,8.58267975192228,9.34323906272332,8.308408537887392,0.7930594797681534,1.0
6.741232128763984,-5.18595325410139,1.0229840680325992,-5.318359847875875,4.226154673300401,2.6167110764783064,4.0
6.8511875190158635,-2.586333573292505,6.970168104299801,1.7135780033042245,6.651390896870339,-0.1366962778559359,1.0
6.81270893510199,3.201314586686797,6.051414361956344,-6.519967595969039,7.066773140669479,0.16783592855027296,3.0
8.134831566329549,-6.919799393746633,0.8062279406790243,-7.773735933182666,5.388455974511608,2.4741763354224373,5.0
4.347561864252227,1.0661023773810108,7.985296681792375,-2.5067854828130143,6.237838381227772,-2.3698512552333204,3.0
8.382692277991412,-8.449196192310888,4.163951405099457,6.5881439071298935,5.1108656049569285,2.966413112434577,3.0
7.895849474059915,9.896525400002755,4.340212063084554,-5.841527905052491,7.012070097788645,2.267529537462001,3.0
7.067870811700587,-5.839514747914842,3.9101726433432744,-3.849492951163935,5.423544776365442,1.238714191527404,3.0
5.528107405233552,7.093621598458359,1.4633515605412528,2.6658255726454545,2.9762241920917654,5.204010806597102,4.0
3.2459195189623804,6.472679951985484,9.66250825928615,0.6061787318791438,6.7061606477204085,-3.1867603988936857,4.0
4.089230636935857,-2.4547687394949413,8.417702567086412,-2.630251120410893,5.93448950492913,-3.22635404322302,3.0
5.634058598689719,-2.5934722176920033,3.7464755440618744,-0.9389745646239529,4.568846980691624,1.0185916236386876,3.0
8.59875278621797,3.7982364803203073,1.5660399369333249,-1.6789918214229118,4.6694135763567886,5.2735771014392085,4.0
8.7863277983513,-9.14896517183061,3.633811084756826,9.521357614945035,4.589470547096584,4.106173954876118,3.0
8.70379180789625,6.72483454347071,6.840469554848261,2.728783305828868,7.909952436789701,1.6354069490328165,3.0
6.077090886956353,-3.8269775793789584,4.569725575741389,-0.2781357170875758,5.089331272797482,0.6806332975262883,3.0
8.617743242781435,-4.624883462917797,1.1165204626909495,4.722157521448375,3.609776287911369,5.94975899890337,4.0
0.5198910733976482,-3.398106253620867,8.016613231179273,6.695538115167402,8.016613231179273,0.8352078268072394,4.0
2.0024166802344383,-1.5615472701146444,1.6080065300634394,-8.245530117773257,2.825808582936641,-2.4640403559755772,4.0
6.3508216932475605,-4.67118571490132,3.7004430568908973,-6.251083656391554,5.270800163353735,0.6690461885175554,3.0
0.16116983291824513,9.586299529040506,5.153377480259242,-6.458511160428307,0.16116983291824513,59.47949039509921,6.0
7.882248846671606,1.9066500248105012,7.429725018296809,-6.813760640213362,8.174498428008482,-0.08115951727375462,3.0
0.23316154009033332,-9.779555113301825,1.3873805389023022,-3.6220715421741208,1.3873805389023022,-2.610726790963862,1.0
5.085435554769372,1.8442888033654352,1.7243049320400425,3.6588394510894098,2.6915992521911756,4.211219678281079,3.0
3.342884792396004,0.33996173894630033,0.529456616356796,-5.778708703186133,3.721991390551778,-0.5308741597863239,5.0
1.6739499874027923,8.627358302247941,1.409615649609286,-4.30145255624184,3.446065959272928,1.4569814936698078,4.0
5.477522766192642,-4.264247444240721,4.546020549202732,-2.7237396655155717,4.936966799962909,-0.03643366644518575,3.0
0.36352756897813643,2.3117077542429314,1.3762954429753722,-4.374200612305865,2.246083526717218,-1.0933395225906373,5.0
