hL,huL,hR,huR,h_star,u_star,iter
3.9004723969779596,1.6745589456260106,7.104538780549098,4.969326175030133,5.277354064802532,-1.6065198242842502,3.0
6.028203296190304,-9.684290090328327,6.9859671268988786,8.64119405179716,5.39247391167712,-0.7730671918664767,1.0
8.239202981443167,4.978570405739578,0.20164602706617257,7.238691825943672,8.239202981443167,0.604253884380882,1.0
4.175464215687781,0.6903521256010752,3.556106168034591,8.499496328172963,3.1932606083778348,1.771354118817141,1.0
6.362616726156814,-9.496726175428858,4.559355570124721,-9.888339634422236,5.675224069541643,-0.6148091794483328,3.0
4.502000050726399,1.0340674164398305,3.8265854632621235,-2.8227526089437234,4.477543849458468,0.26583469504908264,3.0
8.04731312399363,2.4315847436674893,4.221414015886685,-1.745166283040657,6.248022804829497,2.413915737630993,3.0
4.1590528002793565,-9.858964727448916,8.082764909838648,-3.936291342216041,5.245020542937136,-3.949360366050869,3.0
4.015801496673995,3.8132054588746183,4.906377359064365,-4.3987594290440635,5.09044134825837,-0.6386780897798829,3.0
8.939472028084614,7.733010002669353,6.9876060966443125,5.424722056816316,7.972639263902508,1.9066490309238522,3.0
6.503031360206753,-5.318076487307071,5.5481631094071595,-5.680601298286819,6.0968699103715815,-0.3109735116162964,3.0
2.0193288746805718,2.556348216218357,4.890111433802061,3.478934743299737,3.439804712635021,-1.52255325830718,4.0
2.5417981762851753,8.736297770296765,3.9116762106521588,-0.32078876026594827,4.248381393434884,0.4404452610100218,4.0
6.748583644352765,-6.400642586090846,8.714624303653801,-8.055798118105699,7.688807570045277,-2.0466490360385325,3.0
1.9830997875026921,-0.898686402467062,4.442602313904815,-9.271619711541696,3.5379840001149088,-3.5074201452800056,4.0
5.355593038531963,5.066776030190976,3.784921813166188,-5.706249585599887,5.3986420822648045,0.887935046262047,3.0
8.302546960833709,5.454469739334453,2.6755829700187763,6.387781264145115,4.47101888229957,5.460356846063117,3.0
1.8226553960206568,6.582748576930761,6.998405067079299,1.2799271930984908,4.96993845016227,-2.4232744844140814,4.0
4.913175864825486,8.944256132603488,2.8432409273118555,-4.693997685555436,4.932260195937288,1.793527168889326,4.0
4.445325127884956,7.5644343917962935,7.108887391649642,-0.6927760676319181,6.392536393540523,-0.9611528616893796,3.0
7.028668636429567,9.86341930227978,4.0124106996987345,2.7441232285892614,5.675929140264768,3.086475054879151,3.0
0.9271455227387491,1.032100276207121,3.2381442130348415,3.6372855428690016,1.878997958356195,-1.5618466426404218,4.0
4.800810531494967,-0.26487129793846265,9.730955351199327,4.7284504295747425,6.810332424867405,-2.706924919010074,3.0
8.870769745479386,6.044289547279085,6.708458147962941,7.894556404577198,7.53270432345291,2.145724505130598,3.0
8.803621937193482,5.16414526044154,9.278517615080494,9.547866179589327,8.828368203095376,0.5604936676726049,2.0
5.7962161619347885,5.770693011991295,1.5589803629373513,-3.7581641943482147,4.248140887221237,3.165330165716176,4.0
4.192939869074912,4.691585505979814,3.5663373311356485,-2.5316944455657104,4.466976009892815,0.7063121784285531,3.0
3.9941585644699584,3.5800848173951643,7.595629448653841,7.228325839114294,5.620795684056651,-1.4608727603790945,3.0
7.787117361235074,-3.414947693706221,2.6022729958736734,8.8316827167912,3.5892584804901366,5.17324085624154,3.0
5.18912758137227,7.052289598782952,7.434343992651496,3.946719884873991,6.592667806935366,-0.46483226317870374,3.0
5.616436206065089,-0.13145954684361172,3.2547059817225517,-1.006576266292873,4.445449692154245,1.614260213351356,3.0
0.5693474277061431,-4.165411958319298,5.399780649597803,-5.301219383702103,5.399780649597803,-0.9817471722850369,4.0
4.686512696259915,-7.819076771546591,4.332505157224706,6.355348353459373,3.5075679280029677,0.1603113460809069,1.0
8.45244624580948,1.5633844616550618,3.423338620908197,-8.307189290292428,6.617503055170805,2.2822129308630066,4.0
0.5212691445071441,1.9440944515798453,4.530315535595805,5.874157098930192,2.342847534046091,-2.4475564798862877,4.0
0.18463891931409174,-0.6405664477894462,4.668818009382166,-2.4261206084959834,4.668818009382166,-0.5196434308684987,4.0
5.03359403849904,-8.568471326685668,3.6278947035098827,3.5610584182956533,3.4591445750347742,0.7008290928015084,1.0
3.133569311273342,7.1683285089529,9.890180040132142,5.8385040436696585,6.614485335239424,-2.9984311881695715,4.0
7.594986696391596,2.638435199309976,9.85504936684524,4.548885273393491,8.633791145426981,-0.796952493500274,3.0
1.1321181753546796,-5.97657224988712,2.003846263305725,-7.404263237551301,2.003846263305725,-3.695025598089827,3.0
4.494869185099042,-5.211369957522134,5.8857169252519785,0.11052368822956993,4.748103682902283,-1.5284278912610547,3.0
8.035502652493081,-8.590698441092869,6.069972967176245,5.435890353384,6.211915154968127,1.0749211814611515,2.0
9.447376665936527,0.3656036623775698,4.588095638324143,-3.3920756901559557,7.103462592561299,2.596713211723254,3.0
1.5684655982958478,-1.7525585162046493,2.4006199082820348,-4.2545162746329375,2.109309373004431,-2.3800737412893174,3.0
0.27350937542301174,2.5980504797764112,9.902275507462129,7.0354147699502505,4.089423124035697,-6.3327195428321685,5.0
0.6134696242511577,-1.2414049896474904,5.96485829518395,-1.058662098885982,2.7129249270187166,-5.157961766948428,4.0
0.16928177906992714,7.490711090055477,5.91793624391988,5.780112661977249,0.16928177906992714,44.24995490484067,6.0
1.3825062551713176,7.752939731917824,7.841761467218624,1.1892544320101948,5.388290803016621,-2.848651297102889,4.0
1.496343847965571,-9.776734378006964,1.4454012963900207,-0.08133670330840914,0.6520382092456553,-2.5286909464757534,1.0
4.90056570205571,1.6410628938201697,2.9990216909761673,5.80200301374181,3.4038296291786097,2.644546728028131,3.0
0.08428563090964492,-0.6169069521839923,1.1234305980693893,4.990032621246989,1.1234305980693893,4.4417809429637565,1.0
4.90160933435385,-0.3374436291907106,4.328553106244194,-0.07442274764230561,4.59289479647776,0.3749210901769816,3.0
9.754183146877129,-1.9146679886791151,3.5565266853053803,3.1645684794088567,5.816909397069244,4.258911511688934,3.0
8.2828100309372,-2.177019167989598,9.563962994896636,-0.370153554389848,8.805270759000681,-0.8228310409569803,3.0
0.7392133079135206,-2.774879700986026,5.292444215549934,7.1263810507666285,1.933098488592175,-4.353977909708319,4.0
1.5262748164518198,2.9916327163540046,3.2009955441302282,-3.982443216218659,3.0832623349283974,-1.4521273737698066,4.0
3.21316665509155,-4.293060881131725,6.680901187728484,-2.7139989530958974,4.4638377530442925,-3.3621912799346165,3.0
7.759669303091726,-4.878970661394129,0.2472248591649183,-8.671973606980849,7.842737967313226,-0.7218970334226346,6.0
9.655564496997695,-0.21505053251422268,3.9979481297955197,0.08232044272137351,6.472172540225817,3.5056930698529074,3.0
8.755690467303522,3.665987955348374,0.7322272787171848,2.3965690846003334,4.069238762338928,6.317071857019907,4.0
4.265629733255852,-6.1386844194777,2.882791643679163,-2.2666757082287887,3.3465408398401943,0.03889204780252464,3.0
9.38462501218992,-6.290782132135327,8.69683495106665,-9.808977308485707,9.258308625523131,-0.5407660653103614,3.0
6.074730863229305,-1.2348433749567107,2.039678859098939,2.747759924245317,3.306490611508523,3.844697124822731,3.0
1.119701804300981,5.731140399942365,6.388199317080493,9.725138667222563,4.021572265222159,-1.747621984273135,4.0
1.5185209106452118,2.3393073021351913,5.166646458146054,7.371671626932258,3.0615086281450092,-1.8507556471553837,4.0
8.278945732599276,-4.391545281294739,6.297997850624767,-9.777627856228,7.698076140953801,0.11324257278823036,3.0
5.854284984118051,-6.157886099239636,2.2651433490114377,4.724898946743457,2.9280913031651292,3.384896154473722,3.0
3.7361642443962766,-3.5761839035096017,6.6070573256445835,-8.185385626943342,5.164195315377275,-3.1048694099751026,3.0
9.989150404412722,9.062187213130116,8.130056880947963,-5.996782002978456,9.839299048665792,1.056239838019955,3.0
6.092726059001765,4.451262847866246,7.161279060295443,1.2502952681071022,6.8460352409444685,-0.19846223436357663,3.0
6.55003436253017,-7.871502760507161,9.168685545131861,7.43047244937722,6.932666170517806,-1.663430641852329,3.0
7.867848617708247,2.743438348335278,6.302604760916498,-7.795137978264142,7.749326889595463,0.48151301754869397,3.0
7.931823459351539,-7.894490867309085,5.120208412228381,-9.30331898211283,6.780313187022836,0.3352759978348323,3.0
9.368075461154875,5.512873370015964,7.601227502441327,2.13871429400551,8.60408643443676,1.3867620307026542,3.0
6.240652978818366,-2.311946545402373,1.4155720390477502,1.191528051873405,3.0021426939692786,4.4236898311855715,4.0
7.15403539146749,9.83419234155182,3.796289098163171,9.057018847716826,4.9723310923009025,4.160652332677249,3.0
1.9093430503202165,-9.660737183663155,5.0802767682057315,-4.541570523600038,2.552925634769694,-5.003550792180737,3.0
8.327888328826235,9.398006200359632,6.80704551639655,5.689745544914311,7.676624780575678,1.8496051104624684,3.0
2.0229631947244626,2.897144264647622,6.314842089117549,0.12408274808563036,4.258378886913285,-2.794679867675648,4.0
1.2252284828692819,6.694744234002826,4.616732066786228,6.686375795967329,3.6237772778146797,-0.08639296114281603,4.0
6.6154128012720435,9.075925973671588,6.873919738811435,1.9441356367130211,7.202956746691807,0.6713219688486425,3.0
5.731339102664924,9.904693921647006,7.823614778305381,-6.373144764114402,7.821615939198065,-0.8168416052367118,3.0
5.279549284720908,1.8708044657797416,9.058192498989555,3.812742753782958,7.00701655783882,-1.8501213754736585,3.0
9.446193424655698,-4.104680643973106,7.184334285852424,-0.05270316726046431,8.08096533610277,1.0107532498090008,3.0
6.177194040081019,0.5321962849722244,5.135166415548375,-9.718432787377147,6.4165043742738685,-0.21254651829725055,3.0
8.220447307679684,-4.8823948094476055,5.4969940465650025,-3.738614036209425,6.823294805030938,1.0030852135792738,3.0
2.5638418539842647,-7.845004175284982,1.092230811022724,-4.3982916235711595,1.9456224164004126,-1.7675072901993203,4.0
1.0992848375540796,5.659557519972553,1.161731043312654,7.545404010754119,1.0992848375540796,5.148399510872113,1.0
9.800146321266311,3.378844264130672,9.714028087358168,-2.9913637054871556,10.085252245439474,0.06159788871773586,2.0
1.2729785475079984,3.0538350785935187,6.53553804480116,5.028341355767578,3.7192641443531427,-3.1634057246265797,4.0
7.417680722699171,-0.6197047650370191,4.230207730268589,-3.9119567717391472,6.026819511436787,1.5986224318777054,3.0
2.9308102187419967,-8.576542723968831,9.023676007514968,7.273438196869954,4.234485827117493,-5.119833496335508,3.0
9.06990774687457,2.352942407157448,4.199260771188903,0.12861267488371197,6.473585081464739,3.1861979918554084,3.0
9.834780838605916,-5.0076245081869875,0.9552606134112053,-8.491918252390256,6.104966620671986,3.6571779461927143,5.0
7.896489636678899,4.403126329544364,4.78197777328224,-6.640344365386214,7.0255152427813465,1.5565726964487994,3.0
3.5562584338215872,-3.795643915176412,0.20209999087673622,-7.749869493567532,0.20209999087673622,-38.34670877493652,6.0
6.8639963685256955,3.7652684100480887,7.261943526552452,-0.99700226227759,7.355449518076462,-0.02897663439924736,3.0
3.5605424404578456,-2.0966504191525193,5.053034578931805,-1.7774903118657885,4.195477577950127,-1.6019382537110394,3.0
7.854629819440882,-6.908863993542001,2.7036634447972134,6.44496489367809,3.845813939604723,4.39103488597047,3.0
6.33161007698483,-7.740091247821647,2.989434457872961,-1.0050496124206116,4.2030371325250995,1.6970162822125459,3.0
8.21120265088658,-2.8442576620210014,2.137033177461764,-2.162957014580882,4.813515382698676,3.8595780250727074,4.0
7.00639211034527,-0.2314285773371374,6.0857259505752594,6.955868111712956,6.066657312353008,1.1187558586313853,1.0
5.457368327174086,-7.371770824728663,1.2803500051716132,6.272956053625592,1.9983145880561841,4.426812830833462,3.0
4.780575908173287,4.592471644172917,5.652453975807028,6.794804589918876,5.1197156111463205,0.4830309244280948,3.0
0.7199397511034414,5.790571566970257,4.306957011241579,-1.8133302487883505,3.9143195360946095,-1.0276484923530025,5.0
0.9612688374287909,1.8094406156080431,4.59144359702558,-6.732515439452382,3.1513880062947903,-3.768322635002294,4.0
7.68883050123443,-5.931502149610592,4.0969717733128626,4.1819566359724,5.084600037844878,2.472642237759759,3.0
6.678579583059127,-4.564465602175039,3.9523442652374006,-1.086316118722067,5.075003794604548,1.392880543943167,3.0
3.3610268694763605,-5.766869483719644,3.8059279019151675,6.88569181006098,2.594301981172965,-0.3214731865009264,1.0
4.399429649500348,-5.210777407033347,8.647184827802096,-6.754096942887942,6.174017360738043,-3.63612428587495,3.0
1.5257378583753358,7.529571515542472,0.3085758619905132,0.7855508369600663,1.5257378583753358,4.935036169031191,4.0
6.60667452777044,1.453435722411216,0.9820948698918152,1.5541396150045816,3.017101398281988,5.439439913483018,4.0
